x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.74276,0.84542,0.0,0.68332,0.77325,-0.035,0.65776,0.65273,-0.05058,0.71557,0.56742,-0.06487,0.78548,0.55721,-0.07858,0.675,0.48533,-0.01839,0.65102,0.3533,-0.03614,0.63846,0.27297,-0.05376,0.62948,0.20725,-0.06905,0.7349,0.47396,-0.02238,0.73587,0.32228,-0.03465,0.73514,0.23024,-0.05078,0.73375,0.15566,-0.06368,0.79027,0.50033,-0.03205,0.80836,0.36522,-0.04758,0.81399,0.27896,-0.06758,0.81705,0.20554,-0.08315,0.84053,0.55201,-0.0462,0.88158,0.46685,-0.06083,0.90636,0.40585,-0.07051,0.92825,0.35159,-0.07847
0.74375,0.8575,0.0,0.68282,0.79292,-0.03462,0.65657,0.67377,-0.04667,0.70594,0.58159,-0.05682,0.76914,0.56491,-0.0657,0.66352,0.51467,-0.01057,0.6373,0.39052,-0.02324,0.62229,0.31538,-0.03766,0.61036,0.25093,-0.05064,0.71859,0.5003,-0.01097,0.71105,0.36186,-0.01633,0.70384,0.27816,-0.0268,0.69606,0.21061,-0.0357,0.77149,0.52012,-0.01726,0.77642,0.39751,-0.02398,0.77335,0.3203,-0.03515,0.76847,0.25522,-0.045,0.82112,0.56137,-0.02877,0.84539,0.47603,-0.03425,0.85806,0.41654,-0.037,0.86975,0.36338,-0.04031
0.79336,0.85738,0.0,0.73264,0.77782,-0.03741,0.70864,0.65023,-0.04941,0.76743,0.55274,-0.05884,0.83579,0.53353,-0.06631,0.69179,0.50319,-0.00481,0.65844,0.3732,-0.01535,0.63904,0.29822,-0.03081,0.62333,0.23203,-0.04552,0.7495,0.48569,-0.00364,0.73201,0.34188,-0.00703,0.7206,0.25707,-0.02133,0.70922,0.18569,-0.03437,0.80478,0.50182,-0.00874,0.79915,0.37287,-0.01332,0.79149,0.29424,-0.02711,0.78157,0.22785,-0.03973,0.85826,0.5375,-0.01936,0.86241,0.44075,-0.02271,0.86051,0.37831,-0.02497,0.85975,0.32386,-0.0288
0.77377,0.93698,0.0,0.71655,0.84908,-0.04869,0.71009,0.72481,-0.07349,0.78873,0.65067,-0.09476,0.86849,0.62739,-0.11622,0.73508,0.52631,-0.0422,0.72158,0.36643,-0.07036,0.71836,0.26358,-0.09569,0.71919,0.17732,-0.11729,0.81049,0.52361,-0.04756,0.82978,0.34567,-0.06875,0.84475,0.23459,-0.09682,0.8575,0.14047,-0.11989,0.8706,0.56889,-0.05887,0.91239,0.4134,-0.0894,0.94166,0.31366,-0.1258,0.96301,0.22648,-0.15344,0.919,0.64831,-0.07415,0.98252,0.56224,-0.10732,1.02642,0.51883,-0.12691,1.05868,0.48318,-0.14146
0.80774,0.92314,0.0,0.72661,0.88807,-0.03412,0.66415,0.79252,-0.05083,0.6851,0.68151,-0.06672,0.73496,0.61606,-0.08233,0.60634,0.62901,-0.02114,0.52979,0.51562,-0.04478,0.4849,0.4425,-0.06608,0.44824,0.37923,-0.08376,0.65798,0.57791,-0.02915,0.59786,0.42935,-0.04844,0.55917,0.33643,-0.07026,0.52629,0.2589,-0.08676,0.72054,0.56514,-0.04265,0.67966,0.42345,-0.06568,0.65099,0.3359,-0.0887,0.62337,0.25841,-0.10558,0.7889,0.57862,-0.06016,0.78421,0.46627,-0.08108,0.77885,0.39138,-0.09158,0.77247,0.32142,-0.09971
0.72857,0.89352,0.0,0.64936,0.82679,-0.03431,0.60877,0.69343,-0.04814,0.66195,0.59215,-0.06125,0.73121,0.56455,-0.07473,0.62407,0.50393,-0.01655,0.59631,0.36034,-0.03538,0.58268,0.27045,-0.05405,0.57362,0.19437,-0.07103,0.68894,0.487,-0.02373,0.68185,0.31852,-0.03864,0.67825,0.21575,-0.05786,0.67597,0.13088,-0.0736,0.7492,0.51023,-0.03703,0.75811,0.35355,-0.05735,0.76031,0.25538,-0.08166,0.76124,0.17091,-0.10054,0.80459,0.561,-0.05452,0.83939,0.45465,-0.07546,0.8605,0.37972,-0.08941,0.87979,0.31098,-0.10084
0.67212,0.93338,0.0,0.61877,0.83924,-0.04101,0.61382,0.703,-0.06332,0.68839,0.63587,-0.08336,0.76282,0.66121,-0.10457,0.69178,0.53451,-0.03877,0.7088,0.38478,-0.06649,0.72582,0.2919,-0.09006,0.74619,0.21291,-0.11048,0.75746,0.55392,-0.04593,0.80758,0.39441,-0.07066,0.84229,0.2947,-0.09565,0.87306,0.21026,-0.11539,0.80517,0.61013,-0.05867,0.86778,0.47771,-0.08957,0.90819,0.38749,-0.1213,0.94235,0.30882,-0.14414,0.83995,0.68983,-0.0752,0.91414,0.61371,-0.10594,0.96603,0.55913,-0.12679,1.01204,0.50871,-0.14249
0.77467,0.90606,0.0,0.68699,0.87476,-0.03801,0.62513,0.77114,-0.05622,0.65288,0.65619,-0.07267,0.70752,0.59399,-0.08903,0.58387,0.59148,-0.02234,0.51569,0.47092,-0.04573,0.47481,0.39514,-0.06848,0.44106,0.32894,-0.08767,0.63987,0.54325,-0.02831,0.58376,0.39372,-0.04664,0.54683,0.30357,-0.06902,0.51429,0.2283,-0.08662,0.70259,0.53334,-0.0401,0.6583,0.39138,-0.05928,0.6263,0.30593,-0.07917,0.59539,0.23038,-0.09491,0.76876,0.54889,-0.05669,0.74837,0.43264,-0.07224,0.73257,0.35987,-0.07931,0.7171,0.29434,-0.08597
0.67625,0.76079,0.0,0.61513,0.70672,-0.02719,0.5802,0.60255,-0.03705,0.60461,0.5074,-0.04623,0.65616,0.47441,-0.05436,0.58546,0.47475,-0.00493,0.5599,0.37026,-0.01792,0.54678,0.30689,-0.03153,0.53929,0.25395,-0.04326,0.6316,0.45519,-0.00747,0.61971,0.33086,-0.01539,0.61303,0.25871,-0.02657,0.60801,0.19909,-0.03631,0.67762,0.46245,-0.01529,0.67636,0.35087,-0.02494,0.67319,0.28502,-0.03552,0.66876,0.22919,-0.04491,0.72274,0.48859,-0.02719,0.73523,0.40928,-0.03408,0.74141,0.35482,-0.03728,0.74627,0.30557,-0.04142
0.79641,0.81416,0.0,0.7321,0.74939,-0.03235,0.69951,0.63209,-0.04641,0.74087,0.53432,-0.05917,0.8014,0.51284,-0.07164,0.7012,0.48356,-0.01529,0.67175,0.35918,-0.03248,0.65592,0.28292,-0.04987,0.64568,0.21586,-0.06536,0.75556,0.46489,-0.01954,0.74196,0.32231,-0.0322,0.73532,0.23533,-0.04914,0.73028,0.15986,-0.06307,0.80844,0.47889,-0.02899,0.80524,0.3467,-0.04379,0.8007,0.26473,-0.06132,0.79501,0.19376,-0.07535,0.86002,0.5152,-0.04272,0.87221,0.41996,-0.0555,0.87814,0.35423,-0.06316,0.88338,0.29566,-0.07034
0.76372,0.90168,0.0,0.69093,0.85627,-0.03086,0.64221,0.75355,-0.04414,0.66968,0.65192,-0.05659,0.72297,0.60831,-0.06856,0.61551,0.59961,-0.01119,0.56061,0.48894,-0.02797,0.52543,0.42177,-0.04574,0.49615,0.36158,-0.06148,0.6656,0.56582,-0.01625,0.62515,0.43177,-0.02854,0.59947,0.34975,-0.04585,0.57704,0.27964,-0.06003,0.72057,0.56458,-0.02664,0.69192,0.43874,-0.04066,0.67245,0.36328,-0.05693,0.6529,0.29805,-0.07004,0.7777,0.58402,-0.04134,0.76996,0.4844,-0.05281,0.76281,0.41924,-0.05848,0.75601,0.36051,-0.06421
0.29308,0.74538,0.0,0.37053,0.69097,-0.04262,0.42677,0.59036,-0.05859,0.40151,0.49537,-0.07084,0.35031,0.44837,-0.0826,0.38654,0.43236,-0.03,0.41382,0.30593,-0.05535,0.42929,0.22562,-0.07747,0.44162,0.15746,-0.09341,0.32914,0.41809,-0.02809,0.34065,0.28154,-0.04792,0.34601,0.19319,-0.06828,0.34955,0.12285,-0.08361,0.27825,0.43198,-0.03168,0.2732,0.30482,-0.05194,0.27424,0.22148,-0.0706,0.27657,0.15382,-0.08385,0.22673,0.47079,-0.03976,0.20775,0.37473,-0.06072,0.19799,0.30876,-0.07257,0.19077,0.24878,-0.08013
0.23734,0.85623,0.0,0.32842,0.79807,-0.05308,0.4018,0.67519,-0.0732,0.37118,0.56254,-0.08871,0.2984,0.52974,-0.10387,0.34589,0.47386,-0.03844,0.37826,0.32339,-0.06771,0.39221,0.22455,-0.0935,0.40154,0.14135,-0.11303,0.27418,0.45597,-0.03706,0.28564,0.29065,-0.06028,0.28979,0.18293,-0.08435,0.29069,0.09556,-0.10291,0.21213,0.47394,-0.0422,0.20426,0.32105,-0.06576,0.20383,0.21931,-0.08929,0.20351,0.13496,-0.10661,0.15082,0.52462,-0.05314,0.12393,0.40959,-0.07728,0.10768,0.32894,-0.09218,0.09413,0.25328,-0.10267
0.66273,0.72366,0.0,0.74277,0.69344,-0.03466,0.8072,0.60534,-0.05025,0.82045,0.51956,-0.06502,0.77352,0.49249,-0.0803,0.77558,0.42934,-0.02975,0.79834,0.31055,-0.05652,0.81327,0.2339,-0.08021,0.82662,0.16723,-0.09901,0.72624,0.41283,-0.03522,0.72893,0.28131,-0.05962,0.73674,0.19288,-0.08271,0.74126,0.11889,-0.10045,0.68064,0.42861,-0.04528,0.67254,0.30601,-0.07026,0.67345,0.22033,-0.09193,0.67488,0.14636,-0.10735,0.63784,0.46976,-0.05934,0.61183,0.37833,-0.08507,0.59679,0.31011,-0.10177,0.58428,0.24619,-0.11338
0.22075,0.79024,0.0,0.29604,0.73156,-0.04474,0.34453,0.61362,-0.05862,0.30564,0.52069,-0.06835,0.24287,0.49897,-0.0779,0.29032,0.4581,-0.02938,0.31337,0.32758,-0.05306,0.323,0.24379,-0.07472,0.32921,0.1721,-0.09126,0.22916,0.44797,-0.02689,0.23075,0.30395,-0.04562,0.22858,0.2119,-0.06623,0.22504,0.13913,-0.08203,0.17771,0.46757,-0.03009,0.16412,0.33667,-0.04969,0.1587,0.24912,-0.07037,0.15395,0.17827,-0.08545,0.12793,0.51335,-0.03809,0.10328,0.41765,-0.05796,0.08917,0.35013,-0.07059,0.07772,0.28686,-0.07971
0.33437,0.81474,0.0,0.42499,0.7607,-0.04408,0.50258,0.64714,-0.0594,0.4882,0.54107,-0.07181,0.42049,0.51847,-0.08428,0.44245,0.46633,-0.02549,0.46851,0.33319,-0.04922,0.48217,0.24787,-0.07127,0.49367,0.17705,-0.08882,0.37861,0.44921,-0.02611,0.38433,0.30334,-0.04557,0.38659,0.21008,-0.06718,0.38633,0.13599,-0.0841,0.3222,0.46471,-0.03275,0.31201,0.32632,-0.05465,0.30921,0.23212,-0.07704,0.30714,0.15495,-0.09355,0.26698,0.50923,-0.04426,0.23123,0.40781,-0.0682,0.2104,0.33487,-0.08377,0.19299,0.26681,-0.09479
0.49639,0.78707,0.0,0.57246,0.76435,-0.03553,0.64177,0.67884,-0.04859,0.65521,0.58996,-0.0594,0.61074,0.56073,-0.07032,0.6141,0.51604,-0.02538,0.63985,0.4085,-0.04774,0.65643,0.33954,-0.06832,0.67014,0.28072,-0.08498,0.56649,0.49605,-0.02763,0.57556,0.37494,-0.04759,0.58446,0.29626,-0.06776,0.59037,0.23027,-0.08348,0.52101,0.50469,-0.03466,0.52164,0.3904,-0.05621,0.52736,0.3113,-0.07629,0.53288,0.2416,-0.09104,0.47502,0.53614,-0.04567,0.4566,0.45185,-0.06973,0.4453,0.38898,-0.08569,0.43593,0.32633,-0.09683
0.3451,0.64836,0.0,0.30151,0.55958,0.01865,0.29233,0.47813,0.0176,0.31838,0.42079,0.0126,0.35306,0.39308,0.00512,0.30877,0.43028,-0.02673,0.28556,0.3002,-0.04631,0.27213,0.2261,-0.05325,0.26191,0.16904,-0.05692,0.34231,0.43098,-0.04635,0.338,0.28477,-0.06883,0.33769,0.19849,-0.07906,0.33904,0.13729,-0.08418,0.38086,0.44552,-0.06257,0.39595,0.31154,-0.08659,0.40535,0.23271,-0.10112,0.41305,0.17489,-0.10845,0.42299,0.4701,-0.07528,0.47117,0.38117,-0.09442,0.50091,0.33171,-0.10333,0.52535,0.2879,-0.10761
0.35749,0.65453,0.0,0.31081,0.56797,0.01337,0.30076,0.49034,0.01008,0.3325,0.43389,0.00569,0.36996,0.41031,-0.00071,0.32234,0.4456,-0.04229,0.30257,0.31146,-0.06451,0.2928,0.23401,-0.07151,0.2853,0.1773,-0.07426,0.36015,0.44886,-0.05707,0.35687,0.29881,-0.0811,0.35918,0.2132,-0.08861,0.36359,0.15368,-0.09165,0.40058,0.46493,-0.06801,0.41483,0.33214,-0.094,0.42519,0.25277,-0.10804,0.43549,0.19734,-0.11455,0.44315,0.49036,-0.07529,0.48879,0.40078,-0.09692,0.51636,0.35277,-0.10639,0.53934,0.31033,-0.1106
0.31268,0.7299,0.0,0.25517,0.6018,0.01132,0.24869,0.4848,0.00555,0.29694,0.40813,0.0005,0.34981,0.38168,-0.00692,0.29047,0.43778,-0.06241,0.28131,0.24591,-0.08955,0.27733,0.13771,-0.09656,0.27664,0.05792,-0.0986,0.34766,0.45225,-0.07852,0.36137,0.24893,-0.11033,0.37257,0.13237,-0.12075,0.3847,0.05075,-0.12466,0.40138,0.48188,-0.08923,0.44185,0.30867,-0.12212,0.46937,0.2051,-0.13951,0.49156,0.13495,-0.14696,0.44701,0.52473,-0.09558,0.51275,0.4173,-0.12163,0.55437,0.36166,-0.13073,0.58864,0.31874,-0.13326
0.67846,0.81225,0.0,0.77206,0.78509,-0.03575,0.85256,0.67078,-0.04537,0.87317,0.56558,-0.05393,0.82112,0.54082,-0.06239,0.82034,0.48189,-0.01897,0.85651,0.35229,-0.04105,0.88036,0.26836,-0.06295,0.89954,0.19803,-0.08157,0.76177,0.45575,-0.02291,0.77082,0.31167,-0.04278,0.78107,0.22023,-0.0645,0.78605,0.14655,-0.08198,0.70806,0.46498,-0.03239,0.70475,0.33024,-0.05366,0.70914,0.23826,-0.07474,0.71207,0.15979,-0.09089,0.65723,0.50134,-0.04656,0.63857,0.39931,-0.06924,0.627,0.325,-0.08505,0.6174,0.25469,-0.09703
0.65231,0.90792,0.0,0.76721,0.89666,-0.05498,0.87947,0.79525,-0.07931,0.92205,0.67485,-0.10131,0.86413,0.62596,-0.12402,0.86652,0.54294,-0.04898,0.92936,0.38368,-0.08717,0.96904,0.27777,-0.11992,1.00087,0.18923,-0.14601,0.79301,0.49925,-0.05401,0.82562,0.31525,-0.08979,0.85107,0.19475,-0.12254,0.86948,0.09403,-0.1474,0.72088,0.50052,-0.06562,0.73455,0.3279,-0.10206,0.75037,0.21132,-0.13294,0.76525,0.11221,-0.15504,0.64904,0.53672,-0.08329,0.63408,0.40432,-0.12067,0.62557,0.30825,-0.14441,0.62057,0.2185,-0.16085
0.56614,0.75578,0.0,0.64607,0.73152,-0.03106,0.71499,0.6401,-0.04029,0.73222,0.55028,-0.04819,0.68877,0.52142,-0.0559,0.68889,0.47589,-0.01753,0.71962,0.36775,-0.03704,0.73871,0.299,-0.05599,0.75404,0.24043,-0.07146,0.6393,0.45231,-0.02036,0.6517,0.32964,-0.03709,0.66309,0.2534,-0.05489,0.67031,0.19192,-0.06888,0.5921,0.45793,-0.02792,0.5919,0.34264,-0.04597,0.59898,0.26466,-0.06355,0.60514,0.19864,-0.07669,0.54631,0.48651,-0.03939,0.53251,0.39844,-0.05892,0.52444,0.33408,-0.07197,0.51785,0.27375,-0.08141
0.22936,0.78552,0.0,0.31201,0.73381,-0.04618,0.37432,0.61561,-0.05922,0.34753,0.51507,-0.06804,0.28533,0.49356,-0.07618,0.32019,0.44409,-0.02521,0.34759,0.31465,-0.04602,0.36084,0.23123,-0.06636,0.37029,0.15964,-0.08235,0.25788,0.43048,-0.02192,0.26444,0.28993,-0.03663,0.2679,0.19979,-0.05499,0.2694,0.128,-0.06973,0.20407,0.44765,-0.02491,0.19577,0.31989,-0.04193,0.19682,0.23337,-0.06151,0.19799,0.16313,-0.07616,0.15074,0.49188,-0.03318,0.12568,0.39555,-0.05231,0.1106,0.32999,-0.06451,0.09697,0.26888,-0.07325
0.47628,0.77127,0.0,0.55271,0.73819,-0.03126,0.61329,0.64581,-0.04258,0.62233,0.55845,-0.05267,0.57897,0.53105,-0.06322,0.57811,0.49107,-0.02233,0.60706,0.3834,-0.04427,0.6257,0.31398,-0.06434,0.64052,0.25485,-0.08032,0.52906,0.47434,-0.02595,0.53861,0.35341,-0.04501,0.54713,0.2765,-0.06357,0.55273,0.21295,-0.07825,0.48244,0.48582,-0.0342,0.47873,0.37097,-0.05457,0.48246,0.29304,-0.07273,0.48679,0.22607,-0.08629,0.43706,0.51891,-0.04617,0.41861,0.43079,-0.06904,0.407,0.36581,-0.08368,0.39774,0.30226,-0.09411
0.53685,0.88577,0.0,0.63849,0.85559,-0.04982,0.73218,0.76452,-0.07504,0.75623,0.65798,-0.09811,0.7001,0.61686,-0.12196,0.70696,0.53672,-0.05001,0.76161,0.3876,-0.0879,0.79523,0.29013,-0.11937,0.82149,0.20607,-0.14345,0.63942,0.50292,-0.05576,0.66909,0.33508,-0.08931,0.68954,0.22505,-0.11951,0.70221,0.13264,-0.14245,0.57311,0.50955,-0.06709,0.58201,0.35086,-0.09999,0.59348,0.24415,-0.12742,0.60403,0.15182,-0.14738,0.50683,0.54793,-0.08382,0.49091,0.42737,-0.11677,0.48253,0.34088,-0.13664,0.47717,0.25902,-0.15046
0.74592,0.88708,0.0,0.68538,0.82319,-0.03173,0.65573,0.69875,-0.03945,0.70475,0.60242,-0.04542,0.76783,0.58264,-0.04945,0.63734,0.55952,0.00158,0.60813,0.43836,-0.00432,0.59167,0.37058,-0.01549,0.57909,0.31097,-0.02697,0.6878,0.54101,0.00249,0.66846,0.40819,0.00326,0.65745,0.3302,-0.00608,0.64786,0.26478,-0.01543,0.73888,0.55248,-0.00261,0.72903,0.43366,-0.00264,0.71999,0.36346,-0.01218,0.70966,0.30419,-0.02217,0.78976,0.58019,-0.01298,0.79123,0.49145,-0.01219,0.78854,0.43659,-0.01221,0.78757,0.38709,-0.01477
0.70467,0.79593,0.0,0.6474,0.7397,-0.02585,0.61727,0.6207,-0.0299,0.66241,0.53084,-0.03318,0.72013,0.51565,-0.03533,0.60207,0.50654,0.00477,0.57294,0.39956,-0.00029,0.55714,0.33854,-0.00974,0.54578,0.28631,-0.01893,0.6487,0.48642,0.00487,0.63786,0.36303,0.00671,0.63023,0.289,0.0001,0.6236,0.22938,-0.0061,0.69533,0.49463,-0.00053,0.69046,0.38754,0.00069,0.68363,0.32216,-0.00601,0.6762,0.26883,-0.01287,0.74057,0.51861,-0.01059,0.74465,0.43783,-0.00824,0.74353,0.38702,-0.00616,0.74345,0.3428,-0.00646
0.77025,0.78959,0.0,0.71509,0.72239,-0.0333,0.69151,0.60074,-0.03961,0.74346,0.50973,-0.04391,0.80392,0.49187,-0.04618,0.67298,0.47807,0.00485,0.64518,0.36352,-0.00035,0.63099,0.29713,-0.01149,0.61976,0.24041,-0.02238,0.72327,0.46095,0.00802,0.71108,0.33323,0.01041,0.70487,0.25698,0.00201,0.69897,0.19576,-0.00602,0.771,0.4728,0.00466,0.76773,0.36228,0.00601,0.76246,0.29346,-0.00203,0.75574,0.23801,-0.0102,0.81805,0.50011,-0.00426,0.82433,0.41998,-0.00203,0.82286,0.36774,-0.00084,0.8225,0.32251,-0.00189
0.82812,0.94558,0.0,0.77143,0.86974,-0.04831,0.76205,0.75331,-0.06538,0.83547,0.66434,-0.07759,0.90651,0.6435,-0.08638,0.74065,0.5819,-0.01367,0.70773,0.44307,-0.02807,0.69007,0.36225,-0.04675,0.6773,0.29187,-0.06321,0.8,0.56307,-0.00794,0.77816,0.41109,-0.01371,0.76287,0.32071,-0.03061,0.74861,0.24706,-0.04556,0.85606,0.58026,-0.00931,0.84719,0.44441,-0.01508,0.83472,0.36296,-0.02989,0.82076,0.29499,-0.04328,0.91453,0.61982,-0.01739,0.92302,0.52024,-0.02079,0.92155,0.45486,-0.02387,0.92034,0.3984,-0.02822
