x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.75541,0.7726,-0.0,0.70304,0.69913,-0.04812,0.66932,0.5722,-0.07232,0.70491,0.46995,-0.09571,0.76871,0.42,-0.11579,0.6699,0.40675,-0.03221,0.65641,0.2441,-0.07242,0.65399,0.15211,-0.09422,0.65664,0.07175,-0.10867,0.73111,0.42613,-0.03384,0.75112,0.31762,-0.10313,0.73171,0.41879,-0.11603,0.7182,0.48952,-0.10351,0.78526,0.46473,-0.04241,0.79394,0.41456,-0.10557,0.76539,0.51571,-0.09452,0.75194,0.56154,-0.06639,0.83074,0.51776,-0.05581,0.83248,0.47452,-0.08815,0.8058,0.5446,-0.07302,0.79374,0.57976,-0.0511
0.72822,0.79505,-0.0,0.67711,0.72673,-0.03901,0.63948,0.60958,-0.06095,0.66292,0.5061,-0.0839,0.72114,0.45561,-0.10423,0.64893,0.46874,-0.02797,0.63566,0.31704,-0.07016,0.63266,0.23084,-0.09311,0.63306,0.15321,-0.10835,0.70196,0.48394,-0.03363,0.70747,0.37957,-0.09838,0.68624,0.47536,-0.10775,0.6746,0.52752,-0.09532,0.75129,0.51809,-0.04578,0.7524,0.46949,-0.1068,0.72589,0.57015,-0.09099,0.71806,0.6051,-0.06135,0.79552,0.56674,-0.06223,0.79088,0.5271,-0.09444,0.76325,0.59774,-0.07677,0.75401,0.62849,-0.05372
0.69126,0.83657,-0.0,0.65278,0.78233,-0.03133,0.62994,0.68532,-0.04803,0.65728,0.6066,-0.06554,0.70772,0.57289,-0.08097,0.64346,0.56324,-0.02302,0.6427,0.43496,-0.0554,0.64663,0.36371,-0.0729,0.65216,0.30076,-0.08467,0.68686,0.58201,-0.02691,0.69808,0.50592,-0.07918,0.67908,0.58256,-0.08721,0.66858,0.62974,-0.07766,0.72565,0.6139,-0.03584,0.72869,0.57893,-0.08434,0.70474,0.65567,-0.07231,0.69734,0.68771,-0.04906,0.75896,0.65605,-0.04815,0.75845,0.6201,-0.07375,0.73411,0.67315,-0.06004,0.72516,0.70002,-0.04183
0.81817,0.84185,0.0,0.77599,0.75316,-0.04697,0.75618,0.6303,-0.06,0.77074,0.5294,-0.07085,0.78937,0.46522,-0.07754,0.71185,0.51902,-0.00709,0.68678,0.38689,-0.03359,0.67751,0.30339,-0.05101,0.66702,0.23178,-0.06198,0.76457,0.5305,-0.0027,0.78772,0.42543,-0.0592,0.78805,0.49871,-0.08028,0.77576,0.56767,-0.07453,0.81508,0.55792,-0.00494,0.83464,0.50645,-0.05953,0.82513,0.5862,-0.06142,0.81123,0.63248,-0.04269,0.85704,0.59821,-0.01138,0.87476,0.55673,-0.03972,0.8622,0.61385,-0.03182,0.84956,0.65055,-0.01496
0.73734,0.74019,0.0,0.68564,0.65711,-0.04046,0.66637,0.54412,-0.05614,0.69471,0.45434,-0.07163,0.73041,0.41052,-0.08415,0.64858,0.42555,-0.01099,0.64054,0.29657,-0.03815,0.64045,0.22065,-0.05601,0.64125,0.1565,-0.06782,0.70099,0.44944,-0.01075,0.7168,0.3645,-0.05954,0.70572,0.42448,-0.07501,0.69324,0.47497,-0.07092,0.74982,0.48493,-0.01682,0.75954,0.44387,-0.06487,0.74186,0.51163,-0.06268,0.72951,0.55023,-0.04571,0.78948,0.53042,-0.02706,0.79417,0.49419,-0.05282,0.77512,0.54557,-0.04304,0.7631,0.5804,-0.0272
0.71137,0.69427,0.0,0.66299,0.62343,-0.03509,0.63808,0.51103,-0.05023,0.65509,0.41489,-0.06754,0.6961,0.37797,-0.08318,0.62782,0.41283,-0.00317,0.61795,0.29058,-0.03076,0.61703,0.21592,-0.04636,0.61829,0.15261,-0.05655,0.67219,0.43086,-0.00521,0.68502,0.35165,-0.05207,0.67292,0.42292,-0.06089,0.66293,0.46277,-0.05172,0.71488,0.46038,-0.01405,0.72701,0.41222,-0.06036,0.70522,0.488,-0.05356,0.69489,0.52006,-0.03386,0.75173,0.5001,-0.02691,0.75849,0.46604,-0.05221,0.73708,0.52102,-0.04267,0.72658,0.55017,-0.02725
0.83407,0.789,0.0,0.79792,0.68517,-0.05869,0.79198,0.56234,-0.07692,0.83351,0.4711,-0.09123,0.87463,0.42469,-0.1017,0.75726,0.43548,-0.01423,0.75728,0.29611,-0.04215,0.76113,0.20794,-0.06358,0.76564,0.13694,-0.07871,0.81629,0.46394,-0.00365,0.84696,0.37934,-0.0558,0.83305,0.4477,-0.07661,0.81625,0.50741,-0.07477,0.86883,0.506,-0.00144,0.89226,0.46004,-0.04954,0.8698,0.52809,-0.05353,0.84979,0.57218,-0.04029,0.9068,0.56107,-0.00512,0.92664,0.51286,-0.03147,0.90345,0.56143,-0.02737,0.88156,0.59842,-0.01542
0.59574,0.73249,-0.0,0.54524,0.68173,-0.02166,0.50878,0.57436,-0.03473,0.52962,0.48742,-0.0514,0.58368,0.46674,-0.06736,0.53354,0.46815,-0.01099,0.5228,0.34822,-0.03878,0.51978,0.27854,-0.05395,0.52614,0.2154,-0.06567,0.57652,0.47949,-0.01919,0.5612,0.43038,-0.06836,0.54583,0.50947,-0.07495,0.55195,0.54419,-0.06624,0.61338,0.50403,-0.03204,0.5932,0.48113,-0.07528,0.57379,0.5567,-0.06123,0.58018,0.57934,-0.0397,0.64785,0.53813,-0.04821,0.62109,0.525,-0.06902,0.60186,0.57981,-0.0554,0.60836,0.59993,-0.03938
0.67696,0.71885,-0.0,0.63405,0.65163,-0.02939,0.61647,0.5511,-0.04165,0.63957,0.47377,-0.05522,0.67392,0.44248,-0.06738,0.61376,0.45268,-0.00978,0.60047,0.33979,-0.03676,0.59724,0.27054,-0.05384,0.5937,0.21333,-0.06518,0.65483,0.4736,-0.01417,0.66223,0.39892,-0.05971,0.64849,0.46368,-0.07098,0.63809,0.5093,-0.06432,0.69332,0.50563,-0.0236,0.69484,0.46687,-0.06588,0.67721,0.53322,-0.05828,0.671,0.56273,-0.03932,0.72623,0.54739,-0.03653,0.72639,0.51252,-0.05845,0.70868,0.56055,-0.04583,0.7025,0.58554,-0.02897
0.79552,0.77727,0.0,0.75583,0.68103,-0.04668,0.7436,0.56636,-0.06448,0.78106,0.47877,-0.08151,0.82838,0.43414,-0.09609,0.7268,0.45368,-0.01412,0.71974,0.31615,-0.04524,0.72106,0.23103,-0.0673,0.72066,0.16044,-0.08203,0.77874,0.48076,-0.0117,0.80376,0.38947,-0.06905,0.78878,0.45726,-0.08932,0.77212,0.51802,-0.08517,0.82679,0.51969,-0.01597,0.8425,0.47314,-0.06844,0.81943,0.54045,-0.06774,0.80481,0.58398,-0.04913,0.8644,0.56968,-0.025,0.87538,0.52656,-0.05243,0.85405,0.57245,-0.04305,0.8409,0.60611,-0.026
0.83781,0.87224,-0.0,0.78875,0.75924,-0.06163,0.77111,0.62643,-0.08945,0.82556,0.52331,-0.11505,0.89659,0.47748,-0.13681,0.76024,0.45817,-0.03298,0.75425,0.2778,-0.07976,0.75595,0.17161,-0.11293,0.76064,0.07955,-0.13671,0.83075,0.48886,-0.03006,0.85745,0.38626,-0.1014,0.83701,0.49604,-0.12048,0.8216,0.56952,-0.11465,0.8932,0.54035,-0.03653,0.91143,0.48012,-0.09982,0.87808,0.57935,-0.09107,0.85832,0.63693,-0.06602,0.94089,0.61319,-0.05001,0.95615,0.55268,-0.08452,0.92151,0.61549,-0.0707,0.89881,0.66303,-0.04984
0.64755,0.80016,-0.0,0.59769,0.73772,-0.02128,0.56999,0.63319,-0.03064,0.59089,0.54372,-0.04379,0.63395,0.50536,-0.05551,0.5819,0.53785,-9e-05,0.57123,0.42018,-0.02361,0.56818,0.35453,-0.03618,0.57076,0.29669,-0.04476,0.62265,0.55143,-0.0071,0.62178,0.47441,-0.05126,0.60589,0.53768,-0.06101,0.60124,0.57864,-0.05397,0.66177,0.57444,-0.01873,0.65727,0.53306,-0.06143,0.63769,0.60381,-0.05393,0.63433,0.63758,-0.03481,0.69822,0.6063,-0.03304,0.68829,0.57135,-0.05391,0.66858,0.62136,-0.04225,0.66498,0.65115,-0.0265
0.70338,0.82393,-0.0,0.65888,0.75324,-0.03431,0.63628,0.64661,-0.05136,0.6573,0.55498,-0.07,0.70333,0.51303,-0.08641,0.63594,0.5329,-0.01393,0.62521,0.40492,-0.04694,0.62281,0.32753,-0.06724,0.62228,0.26021,-0.08094,0.6816,0.5523,-0.01838,0.69271,0.4669,-0.07341,0.67591,0.54691,-0.08561,0.66584,0.60009,-0.07725,0.72504,0.58523,-0.02861,0.73075,0.53825,-0.07875,0.70618,0.61593,-0.0683,0.69841,0.65346,-0.04498,0.76304,0.63132,-0.04293,0.76656,0.59051,-0.06907,0.74187,0.64186,-0.0554,0.73216,0.67236,-0.03642
0.83549,0.93436,0.0,0.79619,0.84237,-0.05969,0.78581,0.71762,-0.08663,0.8352,0.62438,-0.11049,0.89577,0.56603,-0.13028,0.7617,0.565,-0.03053,0.75254,0.41125,-0.06714,0.75236,0.31941,-0.09188,0.75214,0.2402,-0.10975,0.8252,0.58713,-0.02549,0.85871,0.48949,-0.08884,0.84636,0.57533,-0.10989,0.82803,0.63588,-0.10684,0.88042,0.63008,-0.02816,0.904,0.57458,-0.08784,0.87924,0.65918,-0.08583,0.8593,0.70597,-0.06629,0.92331,0.68859,-0.03636,0.94061,0.63737,-0.06911,0.91718,0.69281,-0.05978,0.89857,0.72897,-0.04296
0.7787,0.80324,0.0,0.73197,0.71057,-0.04964,0.71326,0.58724,-0.06792,0.74353,0.48729,-0.08501,0.79322,0.43635,-0.09859,0.70134,0.4778,-0.00474,0.69113,0.35226,-0.03065,0.68757,0.2782,-0.04571,0.6864,0.21396,-0.05544,0.75424,0.49707,0.00096,0.77775,0.3981,-0.04703,0.7663,0.47283,-0.05822,0.75539,0.51927,-0.04827,0.80261,0.53104,-0.00173,0.81675,0.47853,-0.04994,0.79464,0.5553,-0.0457,0.78293,0.58825,-0.02518,0.84178,0.57404,-0.00945,0.84641,0.52772,-0.03349,0.82658,0.58152,-0.02288,0.81757,0.61108,-0.00601
0.69474,0.77661,-0.0,0.64442,0.70451,-0.03076,0.61685,0.59274,-0.04243,0.63664,0.49575,-0.05624,0.68024,0.44039,-0.06739,0.61752,0.50212,0.00723,0.60519,0.38822,-0.01846,0.60005,0.32071,-0.03189,0.60249,0.25873,-0.04019,0.66281,0.50877,0.00525,0.6689,0.42482,-0.03988,0.65613,0.50802,-0.04634,0.65623,0.5465,-0.03393,0.70606,0.52996,-0.00397,0.70777,0.4784,-0.04814,0.6881,0.56066,-0.03762,0.68968,0.58525,-0.01442,0.74479,0.56085,-0.01686,0.73888,0.5165,-0.03732,0.71947,0.5736,-0.02323,0.72073,0.59859,-0.00467
0.71154,0.77923,0.0,0.6636,0.69923,-0.03997,0.63902,0.584,-0.05349,0.66389,0.48542,-0.06707,0.70868,0.42757,-0.07747,0.63595,0.48475,0.00224,0.62421,0.3683,-0.02359,0.61853,0.29793,-0.03793,0.61841,0.23422,-0.04702,0.68407,0.49655,0.0041,0.69701,0.40774,-0.04289,0.68208,0.48887,-0.05068,0.67805,0.53263,-0.03845,0.72849,0.52369,-0.00209,0.73439,0.47323,-0.04913,0.71146,0.55471,-0.0403,0.70926,0.58134,-0.0172,0.76702,0.56047,-0.01267,0.76423,0.51741,-0.03591,0.74249,0.57541,-0.02289,0.74023,0.60189,-0.00448
0.71976,0.79803,0.0,0.6986,0.69267,-0.05299,0.72382,0.55759,-0.07221,0.78839,0.47233,-0.0902,0.85974,0.45497,-0.10454,0.74985,0.4344,-0.00584,0.79615,0.30977,-0.03549,0.8314,0.23902,-0.05368,0.86422,0.18111,-0.0651,0.79581,0.48124,0.0003,0.84931,0.40018,-0.05497,0.81105,0.46537,-0.06934,0.78201,0.51248,-0.05945,0.83219,0.54119,-0.0024,0.86565,0.49862,-0.05519,0.81758,0.56026,-0.05197,0.79276,0.59205,-0.03027,0.85603,0.6071,-0.01052,0.87719,0.56902,-0.03654,0.8392,0.60689,-0.0272,0.81861,0.63048,-0.00991
0.70202,0.80553,0.0,0.67567,0.70667,-0.0455,0.69536,0.57518,-0.06214,0.75925,0.49675,-0.07877,0.82449,0.47066,-0.09242,0.72729,0.44861,-0.00882,0.7712,0.32074,-0.03878,0.80502,0.2497,-0.05621,0.83581,0.18967,-0.06738,0.77176,0.49283,-0.00787,0.82205,0.41011,-0.06304,0.78482,0.47561,-0.07684,0.75512,0.52333,-0.06745,0.8072,0.55147,-0.01452,0.83731,0.50787,-0.0689,0.78905,0.57698,-0.06306,0.76463,0.60931,-0.04003,0.83069,0.61759,-0.02572,0.85166,0.57377,-0.05438,0.81288,0.6191,-0.04269,0.79327,0.64527,-0.02381
0.73306,0.82426,0.0,0.69543,0.72623,-0.05269,0.68896,0.60153,-0.07516,0.72803,0.50364,-0.09573,0.78782,0.45415,-0.11182,0.68537,0.47299,-0.01487,0.68813,0.33,-0.05211,0.69525,0.24499,-0.07446,0.70661,0.16895,-0.0886,0.74016,0.49984,-0.00896,0.77158,0.40355,-0.06819,0.75075,0.48333,-0.08247,0.73549,0.53204,-0.07285,0.7878,0.54335,-0.0117,0.80473,0.49491,-0.06936,0.77276,0.57458,-0.06179,0.75952,0.6082,-0.03638,0.82358,0.59549,-0.01953,0.83072,0.55231,-0.04949,0.804,0.60692,-0.03713,0.7932,0.63531,-0.01697
0.75724,0.81826,0.0,0.71874,0.72623,-0.05818,0.70645,0.60988,-0.08349,0.73982,0.51288,-0.10597,0.79051,0.45154,-0.12455,0.68481,0.48509,-0.02452,0.66969,0.34066,-0.06241,0.66465,0.25334,-0.08731,0.66338,0.17706,-0.10389,0.74375,0.50231,-0.01756,0.76746,0.40502,-0.08219,0.75705,0.48642,-0.10325,0.74562,0.54786,-0.09843,0.79552,0.53781,-0.01876,0.8088,0.48518,-0.07975,0.78699,0.56741,-0.07843,0.77456,0.61512,-0.05737,0.83545,0.58591,-0.02529,0.84197,0.5397,-0.05829,0.82059,0.59567,-0.05021,0.80901,0.63228,-0.03329
0.77683,0.82929,-0.0,0.73264,0.75511,-0.04938,0.70739,0.64749,-0.07429,0.73651,0.55324,-0.09784,0.78285,0.49089,-0.11809,0.67502,0.50843,-0.0264,0.64602,0.37334,-0.06569,0.63015,0.29105,-0.09169,0.61958,0.21923,-0.10983,0.73424,0.51658,-0.02561,0.74777,0.42861,-0.0873,0.74241,0.51383,-0.10389,0.73659,0.57052,-0.09831,0.78959,0.54665,-0.03208,0.79604,0.49804,-0.08691,0.77867,0.58376,-0.07813,0.77068,0.62395,-0.05586,0.83699,0.59377,-0.04397,0.83863,0.55343,-0.07427,0.8177,0.61609,-0.06215,0.80722,0.64938,-0.04404
0.78434,0.83176,-0.0,0.73542,0.76647,-0.04603,0.70434,0.66014,-0.06979,0.73162,0.56328,-0.09235,0.7755,0.4989,-0.11167,0.67188,0.52321,-0.02809,0.63628,0.38696,-0.0657,0.61722,0.30463,-0.08994,0.60375,0.23321,-0.10697,0.72919,0.52653,-0.02787,0.74196,0.43969,-0.08778,0.7407,0.5239,-0.10316,0.73735,0.57988,-0.09745,0.78412,0.55128,-0.03401,0.79207,0.50102,-0.08722,0.77796,0.58612,-0.07795,0.77149,0.62795,-0.05601,0.83272,0.59259,-0.0451,0.83254,0.55691,-0.07475,0.81495,0.61847,-0.0629,0.80749,0.65131,-0.04513
0.79048,0.82668,0.0,0.74068,0.75939,-0.05136,0.71039,0.66037,-0.07726,0.73478,0.5667,-0.10109,0.77701,0.50242,-0.12113,0.66825,0.52254,-0.02791,0.63232,0.39511,-0.06382,0.61232,0.31593,-0.08813,0.59732,0.24849,-0.10566,0.72783,0.52387,-0.02448,0.73864,0.44321,-0.08114,0.74159,0.52465,-0.09626,0.73842,0.57845,-0.09165,0.78443,0.5468,-0.0283,0.78993,0.50313,-0.07804,0.78104,0.58217,-0.07024,0.77411,0.62104,-0.05073,0.83359,0.58704,-0.03779,0.83511,0.55151,-0.0646,0.82071,0.60749,-0.05399,0.81088,0.63803,-0.03829
0.78897,0.83126,-0.0,0.73651,0.77669,-0.0435,0.69556,0.68139,-0.0677,0.71261,0.58657,-0.09138,0.75043,0.5172,-0.11193,0.6562,0.54199,-0.02914,0.61223,0.4142,-0.06786,0.58868,0.33692,-0.09232,0.57046,0.26805,-0.10963,0.71387,0.53501,-0.03063,0.71853,0.45651,-0.09016,0.72401,0.54437,-0.10367,0.72387,0.59651,-0.09753,0.76988,0.55116,-0.0385,0.772,0.51018,-0.09054,0.76529,0.59781,-0.0789,0.76007,0.63535,-0.05652,0.82043,0.58524,-0.05129,0.81678,0.55652,-0.07908,0.80398,0.6192,-0.06568,0.79662,0.64829,-0.04776
0.77843,0.83163,-0.0,0.72775,0.77225,-0.04262,0.69219,0.67005,-0.06615,0.71536,0.5755,-0.08917,0.75747,0.51105,-0.10888,0.66587,0.52268,-0.02795,0.63316,0.38511,-0.06565,0.61728,0.30459,-0.08814,0.60668,0.23364,-0.10377,0.72306,0.52459,-0.02926,0.73331,0.45028,-0.08802,0.73024,0.53795,-0.09993,0.72609,0.58685,-0.09278,0.77717,0.54745,-0.03704,0.78174,0.50857,-0.09002,0.7692,0.59764,-0.07758,0.76291,0.63219,-0.05435,0.8257,0.58547,-0.04952,0.82239,0.5587,-0.0784,0.8063,0.62429,-0.06451,0.79951,0.65204,-0.04577
0.78724,0.85336,-0.0,0.73986,0.78342,-0.04387,0.70914,0.67756,-0.06771,0.7351,0.58335,-0.09139,0.78331,0.52377,-0.1121,0.68891,0.53546,-0.02749,0.66071,0.394,-0.06606,0.64802,0.30968,-0.08969,0.63927,0.23583,-0.10608,0.7465,0.54298,-0.02955,0.758,0.45416,-0.09116,0.75096,0.54027,-0.10606,0.74263,0.59524,-0.09948,0.80057,0.57162,-0.038,0.80578,0.52423,-0.09397,0.78868,0.61176,-0.08441,0.78015,0.65095,-0.06137,0.84762,0.61592,-0.05109,0.84643,0.57918,-0.08177,0.82546,0.64185,-0.06885,0.81562,0.67395,-0.05006
0.78736,0.85611,-0.0,0.74285,0.78566,-0.04501,0.71599,0.6773,-0.07003,0.74813,0.5853,-0.09461,0.80121,0.53112,-0.11613,0.7005,0.53303,-0.03074,0.67788,0.38606,-0.07071,0.66858,0.30106,-0.09494,0.66463,0.22566,-0.11171,0.75835,0.54542,-0.03238,0.77501,0.46176,-0.0956,0.76502,0.54767,-0.11012,0.75721,0.60092,-0.10339,0.81161,0.57817,-0.04044,0.82021,0.53038,-0.09785,0.79912,0.61723,-0.08707,0.79023,0.65749,-0.06306,0.85738,0.62596,-0.05324,0.85799,0.58936,-0.08562,0.83561,0.65262,-0.07247,0.82649,0.68638,-0.05312
0.77867,0.85431,-0.0,0.73625,0.77892,-0.04474,0.70988,0.6669,-0.06939,0.74424,0.57559,-0.09376,0.79981,0.52752,-0.11555,0.69897,0.52592,-0.02901,0.67929,0.38307,-0.06925,0.66919,0.29874,-0.09452,0.66458,0.22326,-0.11238,0.75664,0.53981,-0.03138,0.77279,0.45086,-0.09379,0.75813,0.53895,-0.10753,0.74912,0.59418,-0.09996,0.8088,0.57515,-0.04043,0.81532,0.52555,-0.09591,0.79151,0.61287,-0.08398,0.78386,0.65182,-0.05949,0.85218,0.62612,-0.05452,0.8504,0.58789,-0.0849,0.8268,0.65075,-0.07059,0.8196,0.68251,-0.05094
0.7694,0.87403,0.0,0.7356,0.78565,-0.05263,0.72563,0.66638,-0.07695,0.76743,0.57366,-0.09959,0.82334,0.52322,-0.1187,0.71559,0.52485,-0.02367,0.71114,0.38196,-0.06183,0.71075,0.29605,-0.08613,0.71371,0.22206,-0.10272,0.77284,0.55081,-0.02103,0.80137,0.46181,-0.08336,0.78292,0.54551,-0.09934,0.76935,0.60174,-0.09199,0.82293,0.59617,-0.02634,0.8391,0.54906,-0.08326,0.8103,0.63143,-0.07523,0.79787,0.6704,-0.05184,0.86234,0.65521,-0.03719,0.87278,0.61196,-0.06809,0.84432,0.66958,-0.05611,0.83065,0.70016,-0.03747
